id,group,pdp_page,cta,actions
666405,treatment,new page,order btn,view
25805,control,old page,buy btn,click
41775,control,old page,buy btn,view
26805,control,old page,buy btn,view
15594,control,old page,buy btn,click
465417,treatment,new page,order btn,view
638007,treatment,new page,order btn,view
517498,treatment,new page,order btn,view
22827,control,old page,buy btn,view
33681,control,old page,buy btn,view
26966,control,old page,buy btn,view
36532,control,old page,buy btn,view
635178,treatment,new page,order btn,view
20941,control,old page,buy btn,view
13398,control,old page,buy btn,view
462692,treatment,new page,order btn,click
30392,control,old page,buy btn,view
579639,treatment,new page,order btn,view
16836,control,old page,buy btn,click
42086,control,old page,buy btn,view
659699,treatment,new page,order btn,view
544115,treatment,new page,order btn,view
603845,treatment,new page,order btn,view
662214,treatment,new page,order btn,click
646600,treatment,new page,order btn,view
37395,control,old page,buy btn,view
25782,control,old page,buy btn,view
32933,control,old page,buy btn,view
545791,treatment,new page,order btn,view
518231,treatment,new page,order btn,view
31864,control,old page,buy btn,view
15204,control,old page,buy btn,click
13007,control,old page,buy btn,view
608456,treatment,new page,order btn,click
599444,treatment,new page,order btn,view
669549,treatment,new page,order btn,view
477887,treatment,new page,order btn,view
25885,control,old page,buy btn,view
458606,treatment,new page,order btn,view
13410,control,old page,buy btn,click
479773,treatment,new page,order btn,view
34520,control,old page,buy btn,view
24678,control,old page,buy btn,view
456300,treatment,new page,order btn,view
35716,control,old page,buy btn,view
41488,control,old page,buy btn,view
25460,control,old page,buy btn,click
36601,control,old page,buy btn,view
605312,treatment,new page,order btn,view
27426,control,old page,buy btn,view
36325,control,old page,buy btn,view
32301,control,old page,buy btn,view
551555,treatment,new page,order btn,view
41154,control,old page,buy btn,view
467513,treatment,new page,order btn,click
30772,control,old page,buy btn,view
15376,control,old page,buy btn,view
13375,control,old page,buy btn,view
20274,control,old page,buy btn,click
597872,treatment,new page,order btn,click
23655,control,old page,buy btn,view
13640,control,old page,buy btn,view
540447,treatment,new page,order btn,view
483860,treatment,new page,order btn,view
21182,control,old page,buy btn,view
18342,control,old page,buy btn,view
22390,control,old page,buy btn,view
648905,treatment,new page,order btn,view
35727,control,old page,buy btn,view
612019,treatment,new page,order btn,view
16031,control,old page,buy btn,click
44627,control,old page,buy btn,click
494549,treatment,new page,order btn,view
12846,control,old page,buy btn,view
627738,treatment,new page,order btn,view
34164,control,old page,buy btn,view
623756,treatment,new page,order btn,view
14387,control,old page,buy btn,view
23999,control,old page,buy btn,view
656136,treatment,new page,order btn,view
33865,control,old page,buy btn,view
603007,treatment,new page,order btn,view
35405,control,old page,buy btn,click
36417,control,old page,buy btn,view
568741,treatment,new page,order btn,view
618621,treatment,new page,order btn,view
523471,treatment,new page,order btn,click
28300,control,old page,buy btn,view
590432,treatment,new page,order btn,view
631091,treatment,new page,order btn,view
516869,treatment,new page,order btn,view
43385,control,old page,buy btn,view
489833,treatment,new page,order btn,view
24471,control,old page,buy btn,view
45006,control,old page,buy btn,click
659175,treatment,new page,order btn,view
502199,treatment,new page,order btn,view
496749,treatment,new page,order btn,view
26931,control,old page,buy btn,click
22206,control,old page,buy btn,view
559624,treatment,new page,order btn,view
505447,treatment,new page,order btn,view
34785,control,old page,buy btn,click
606780,treatment,new page,order btn,click
21136,control,old page,buy btn,view
475372,treatment,new page,order btn,view
43523,control,old page,buy btn,view
576495,treatment,new page,order btn,view
27828,control,old page,buy btn,view
43316,control,old page,buy btn,view
44592,control,old page,buy btn,click
31485,control,old page,buy btn,click
14077,control,old page,buy btn,view
22493,control,old page,buy btn,view
33623,control,old page,buy btn,view
471809,treatment,new page,order btn,view
38648,control,old page,buy btn,click
568112,treatment,new page,order btn,view
32232,control,old page,buy btn,view
20608,control,old page,buy btn,view
33853,control,old page,buy btn,click
23597,control,old page,buy btn,view
547468,treatment,new page,order btn,click
617573,treatment,new page,order btn,view
517603,treatment,new page,order btn,view
17377,control,old page,buy btn,click
23172,control,old page,buy btn,click
555223,treatment,new page,order btn,view
636645,treatment,new page,order btn,view
561091,treatment,new page,order btn,view
477154,treatment,new page,order btn,view
13295,control,old page,buy btn,view
15629,control,old page,buy btn,view
454204,treatment,new page,order btn,click
512468,treatment,new page,order btn,click
667244,treatment,new page,order btn,view
487004,treatment,new page,order btn,view
32382,control,old page,buy btn,click
23494,control,old page,buy btn,view
43052,control,old page,buy btn,view
46570,control,old page,buy btn,view
25126,control,old page,buy btn,view
439639,treatment,new page,order btn,view
30369,control,old page,buy btn,view
581839,treatment,new page,order btn,click
521480,treatment,new page,order btn,click
484384,treatment,new page,order btn,click
598606,treatment,new page,order btn,click
24632,control,old page,buy btn,view
13134,control,old page,buy btn,view
28495,control,old page,buy btn,view
591690,treatment,new page,order btn,view
32209,control,old page,buy btn,click
614010,treatment,new page,order btn,click
28921,control,old page,buy btn,view
595462,treatment,new page,order btn,click
466046,treatment,new page,order btn,click
14514,control,old page,buy btn,view
45742,control,old page,buy btn,view
520013,treatment,new page,order btn,click
25149,control,old page,buy btn,click
513621,treatment,new page,order btn,click
14019,control,old page,buy btn,click
654250,treatment,new page,order btn,view
28990,control,old page,buy btn,view
15893,control,old page,buy btn,view
508172,treatment,new page,order btn,view
574294,treatment,new page,order btn,view
38797,control,old page,buy btn,view
495702,treatment,new page,order btn,view
624594,treatment,new page,order btn,click
29243,control,old page,buy btn,click
659489,treatment,new page,order btn,click
558995,treatment,new page,order btn,view
648696,treatment,new page,order btn,view
444564,treatment,new page,order btn,click
44799,control,old page,buy btn,view
537303,treatment,new page,order btn,view
43834,control,old page,buy btn,view
34060,control,old page,buy btn,view
38728,control,old page,buy btn,view
31266,control,old page,buy btn,view
659594,treatment,new page,order btn,view
507438,treatment,new page,order btn,view
551660,treatment,new page,order btn,view
630253,treatment,new page,order btn,view
464369,treatment,new page,order btn,view
520118,treatment,new page,order btn,click
42879,control,old page,buy btn,view
32784,control,old page,buy btn,view
593157,treatment,new page,order btn,view
17917,control,old page,buy btn,click
30990,control,old page,buy btn,view
45627,control,old page,buy btn,view
29174,control,old page,buy btn,view
19952,control,old page,buy btn,view
513097,treatment,new page,order btn,view
24045,control,old page,buy btn,view
21435,control,old page,buy btn,view
475163,treatment,new page,order btn,view
657079,treatment,new page,order btn,view
34716,control,old page,buy btn,click
615896,treatment,new page,order btn,click
524938,treatment,new page,order btn,view
634549,treatment,new page,order btn,view
678456,treatment,new page,order btn,view
624175,treatment,new page,order btn,view
612229,treatment,new page,order btn,view
19423,control,old page,buy btn,view
24827,control,old page,buy btn,click
19032,control,old page,buy btn,click
23678,control,old page,buy btn,click
522528,treatment,new page,order btn,view
20021,control,old page,buy btn,view
500103,treatment,new page,order btn,view
492139,treatment,new page,order btn,view
585507,treatment,new page,order btn,click
666301,treatment,new page,order btn,view
495073,treatment,new page,order btn,view
46317,control,old page,buy btn,view
29633,control,old page,buy btn,view
435761,treatment,new page,order btn,click
22459,control,old page,buy btn,view
619774,treatment,new page,order btn,view
614115,treatment,new page,order btn,view
29794,control,old page,buy btn,view
32807,control,old page,buy btn,view
45489,control,old page,buy btn,view
28771,control,old page,buy btn,click
511106,treatment,new page,order btn,view
19780,control,old page,buy btn,view
27173,control,old page,buy btn,view
674893,treatment,new page,order btn,click
555956,treatment,new page,order btn,view
