id,group,page,actions
17024,treatment,new page,view
14471,control,old page,view
17047,treatment,new page,view
15202,control,old page,click
14133,control,old page,view
18115,treatment,new page,view
13313,control,old page,click
17923,treatment,new page,view
17048,treatment,new page,view
15221,control,old page,view
13541,control,old page,view
15060,control,old page,view
15067,control,old page,view
17407,treatment,new page,click
14019,control,old page,view
14843,control,old page,view
17950,treatment,new page,view
17529,treatment,new page,view
15515,control,old page,view
17083,treatment,new page,click
17109,treatment,new page,view
18546,treatment,new page,view
17417,treatment,new page,view
17541,treatment,new page,click
17706,treatment,new page,click
17432,treatment,new page,view
13483,control,old page,click
13247,control,old page,view
17815,treatment,new page,view
13754,control,old page,view
13031,control,old page,click
17970,treatment,new page,view
17405,treatment,new page,view
15253,control,old page,view
18010,treatment,new page,view
14400,control,old page,view
13645,control,old page,click
18135,treatment,new page,click
18635,treatment,new page,click
18174,treatment,new page,view
18041,treatment,new page,view
16959,treatment,new page,view
17845,treatment,new page,view
13157,control,old page,view
17558,treatment,new page,click
15357,control,old page,view
17344,treatment,new page,view
14456,control,old page,view
12997,control,old page,view
12909,control,old page,view
17272,treatment,new page,view
15489,control,old page,view
15688,control,old page,view
15016,control,old page,click
16996,treatment,new page,view
18136,treatment,new page,view
18251,treatment,new page,view
17292,treatment,new page,click
17378,treatment,new page,view
14979,control,old page,view
13575,control,old page,view
17090,treatment,new page,view
17445,treatment,new page,click
17916,treatment,new page,click
12918,control,old page,click
13869,control,old page,view
17852,treatment,new page,view
15714,control,old page,view
18350,treatment,new page,view
14919,control,old page,view
14684,control,old page,view
18207,treatment,new page,view
17475,treatment,new page,view
14434,control,old page,view
13095,control,old page,view
17434,treatment,new page,view
18592,treatment,new page,click
15358,control,old page,view
15664,control,old page,view
14269,control,old page,view
15096,control,old page,view
13982,control,old page,view
17157,treatment,new page,click
13213,control,old page,view
17233,treatment,new page,click
14551,control,old page,view
15386,control,old page,view
15706,control,old page,view
17771,treatment,new page,view
17889,treatment,new page,view
15456,control,old page,view
17788,treatment,new page,view
16961,treatment,new page,view
13498,control,old page,click
18274,treatment,new page,view
18413,treatment,new page,view
14619,control,old page,view
15460,control,old page,view
16992,treatment,new page,view
14703,control,old page,view
15319,control,old page,view
18403,treatment,new page,view
18137,treatment,new page,click
13928,control,old page,view
15300,control,old page,view
17134,treatment,new page,click
15109,control,old page,click
16952,treatment,new page,view
14298,control,old page,view
17122,treatment,new page,view
14864,control,old page,click
17452,treatment,new page,click
14506,control,old page,view
17826,treatment,new page,view
17461,treatment,new page,view
17123,treatment,new page,view
15533,control,old page,view
14351,control,old page,view
16955,treatment,new page,view
16882,treatment,new page,view
14312,control,old page,view
18270,treatment,new page,click
17948,treatment,new page,click
14474,control,old page,view
13709,control,old page,click
16987,treatment,new page,view
15227,control,old page,click
14693,control,old page,view
17577,treatment,new page,click
17935,treatment,new page,view
18517,treatment,new page,view
13801,control,old page,view
17569,treatment,new page,view
14938,control,old page,click
14792,control,old page,view
18513,treatment,new page,view
15586,control,old page,view
18534,treatment,new page,click
15584,control,old page,click
17577,treatment,new page,view
15464,control,old page,click
15191,control,old page,view
17491,treatment,new page,click
14720,control,old page,view
17620,treatment,new page,view
14308,control,old page,click
17956,treatment,new page,view
14635,control,old page,view
14647,control,old page,view
13468,control,old page,view
17489,treatment,new page,click
15023,control,old page,click
17569,treatment,new page,view
15123,control,old page,view
13768,control,old page,view
14783,control,old page,click
13600,control,old page,view
13262,control,old page,view
18474,treatment,new page,click
14801,control,old page,click
13469,control,old page,view
18583,treatment,new page,view
17092,treatment,new page,view
17076,treatment,new page,view
17822,treatment,new page,view
17731,treatment,new page,view
13618,control,old page,click
17792,treatment,new page,view
18043,treatment,new page,view
13242,control,old page,view
13092,control,old page,click
12911,control,old page,view
14556,control,old page,click
17749,treatment,new page,click
17974,treatment,new page,view
16963,treatment,new page,view
13290,control,old page,view
18550,treatment,new page,click
17373,treatment,new page,click
16932,treatment,new page,view
13747,control,old page,view
12909,control,old page,view
14733,control,old page,view
17270,treatment,new page,click
17046,treatment,new page,view
17534,treatment,new page,view
17808,treatment,new page,view
18130,treatment,new page,view
15414,control,old page,view
13836,control,old page,view
15531,control,old page,view
13590,control,old page,view
17071,treatment,new page,view
18530,treatment,new page,view
15180,control,old page,view
15047,control,old page,view
13775,control,old page,view
18055,treatment,new page,click
17458,treatment,new page,view
17316,treatment,new page,view
14329,control,old page,view
18243,treatment,new page,view
15519,control,old page,view
14103,control,old page,view
15233,control,old page,view
18624,treatment,new page,view
17292,treatment,new page,view
15055,control,old page,view
17876,treatment,new page,view
18279,treatment,new page,click
17479,treatment,new page,view
