id,group,page,session_time
14237,control,old page,1.5
18273,treatment,new page,2
13469,control,old page,2.5
15404,control,old page,1.5
17486,treatment,new page,2
17703,treatment,new page,2.5
18618,treatment,new page,2
17917,treatment,new page,2.5
18907,treatment,new page,2
18400,treatment,new page,2.5
13193,control,old page,1
18290,treatment,new page,2
18701,treatment,new page,2.5
13349,control,old page,2
18926,treatment,new page,2.5
14443,control,old page,2.5
13832,control,old page,1.5
16180,control,old page,2.5
15653,control,old page,2
14947,control,old page,2
16582,control,old page,2
17003,treatment,new page,2
14181,control,old page,1
16840,treatment,new page,2
18385,treatment,new page,2
17874,treatment,new page,2.5
16404,control,old page,2
16892,treatment,new page,2
16390,control,old page,1
18843,treatment,new page,2.5
19471,treatment,new page,2
15856,control,old page,2.5
14860,control,old page,2
18499,treatment,new page,2
16168,control,old page,1
14707,control,old page,2.5
18829,treatment,new page,2
17403,treatment,new page,2.5
16619,control,old page,2
13343,control,old page,1
14054,control,old page,1
18305,treatment,new page,2
19033,treatment,new page,2.5
16750,treatment,new page,2
16558,control,old page,1
16327,control,old page,2.5
17051,treatment,new page,2
19673,treatment,new page,2.5
17632,treatment,new page,2.5
16231,control,old page,2.5
16208,control,old page,2
18088,treatment,new page,2
13319,control,old page,1.5
17384,treatment,new page,2
15035,control,old page,1.5
19049,treatment,new page,2
17001,treatment,new page,2
17773,treatment,new page,2.5
13934,control,old page,1.5
18992,treatment,new page,2
19000,treatment,new page,2.5
16951,treatment,new page,2.5
16001,control,old page,2
17951,treatment,new page,2.5
17233,treatment,new page,2.5
14296,control,old page,2.5
16268,control,old page,1
14608,control,old page,2
16712,treatment,new page,2
14693,control,old page,1
18770,treatment,new page,2
16359,control,old page,2.5
19301,treatment,new page,2.5
15859,control,old page,1.5
18922,treatment,new page,2
16277,control,old page,1
18779,treatment,new page,2
17287,treatment,new page,2.5
14310,control,old page,2.5
13170,control,old page,2.5
13357,control,old page,1.5
18732,treatment,new page,2.5
14162,control,old page,1.5
18011,treatment,new page,2
18985,treatment,new page,2.5
19477,treatment,new page,2
14913,control,old page,1
14486,control,old page,2
15058,control,old page,2.5
14845,control,old page,2
18489,treatment,new page,2
18900,treatment,new page,2
15117,control,old page,2.5
16093,control,old page,1
16454,control,old page,2.5
16202,control,old page,1
19639,treatment,new page,2
13054,control,old page,2.5
18944,treatment,new page,2.5
13831,control,old page,2.5
17883,treatment,new page,2.5
17897,treatment,new page,2.5
14227,control,old page,2.5
16755,treatment,new page,2.5
17537,treatment,new page,2
19838,treatment,new page,2
15872,control,old page,1
15016,control,old page,2.5
18083,treatment,new page,2.5
19480,treatment,new page,2.5
13964,control,old page,2.5
14084,control,old page,2
19367,treatment,new page,2
13119,control,old page,1
16594,control,old page,2.5
17426,treatment,new page,2.5
19465,treatment,new page,2.5
19718,treatment,new page,2.5
17198,treatment,new page,2
15896,control,old page,1.5
18948,treatment,new page,2
15326,control,old page,1.5
16671,treatment,new page,2.5
18710,treatment,new page,2
18903,treatment,new page,2
15924,control,old page,2.5
17953,treatment,new page,2
14701,control,old page,1
17586,treatment,new page,2.5
13316,control,old page,2.5
18941,treatment,new page,2
13082,control,old page,1.5
16300,control,old page,1
19258,treatment,new page,2
14988,control,old page,2
15984,control,old page,1.5
14926,control,old page,2.5
15120,control,old page,2
14138,control,old page,1.5
14285,control,old page,2.5
13267,control,old page,1
17406,treatment,new page,2.5
19574,treatment,new page,2.5
13159,control,old page,2.5
17247,treatment,new page,2.5
18824,treatment,new page,2
16619,control,old page,2
19523,treatment,new page,2.5
18996,treatment,new page,2
19472,treatment,new page,2.5
13123,control,old page,1
19028,treatment,new page,2.5
14950,control,old page,1
19759,treatment,new page,2
13985,control,old page,2
17251,treatment,new page,2
16430,control,old page,1
17300,treatment,new page,2
14409,control,old page,1.5
17893,treatment,new page,2.5
16567,control,old page,2
15756,control,old page,1.5
14262,control,old page,2.5
13774,control,old page,1
14206,control,old page,1.5
17038,treatment,new page,2.5
19540,treatment,new page,2.5
16875,treatment,new page,2
16816,treatment,new page,2
15270,control,old page,1.5
16698,treatment,new page,2
15000,control,old page,1
16278,control,old page,1.5
14269,control,old page,1.5
17754,treatment,new page,2.5
19709,treatment,new page,2
18746,treatment,new page,2
18425,treatment,new page,2
17710,treatment,new page,2
18927,treatment,new page,2
14056,control,old page,1
18229,treatment,new page,2.5
13618,control,old page,2.5
16416,control,old page,2.5
17560,treatment,new page,2
14138,control,old page,1.5
15393,control,old page,1
16893,treatment,new page,2.5
16798,treatment,new page,2.5
17709,treatment,new page,2.5
17988,treatment,new page,2
15274,control,old page,2.5
16769,treatment,new page,2.5
17273,treatment,new page,2.5
16213,control,old page,2
16890,treatment,new page,2.5
16328,control,old page,2.5
14613,control,old page,2
18680,treatment,new page,2.5
14449,control,old page,1.5
16277,control,old page,2.5
13066,control,old page,1.5
17662,treatment,new page,2
19830,treatment,new page,2
13276,control,old page,2
14066,control,old page,2
18795,treatment,new page,2.5
13261,control,old page,1.5
15420,control,old page,2.5
19089,treatment,new page,2
13526,control,old page,2
15653,control,old page,2.5
14844,control,old page,2
16296,control,old page,1.5
18804,treatment,new page,2.5
13232,control,old page,1.5
18182,treatment,new page,2
15920,control,old page,2
14221,control,old page,2
18480,treatment,new page,2.5
13604,control,old page,2.5
19513,treatment,new page,2
16573,control,old page,2.5
16316,control,old page,1
14813,control,old page,2
18369,treatment,new page,2.5
13581,control,old page,1.5
19208,treatment,new page,2.5
13033,control,old page,2.5
14689,control,old page,2.5
13414,control,old page,1.5
19850,treatment,new page,2
14900,control,old page,2.5
14076,control,old page,2.5
15857,control,old page,2
13287,control,old page,2
13518,control,old page,1
14796,control,old page,1.5
18241,treatment,new page,2
17378,treatment,new page,2.5
16287,control,old page,2
19069,treatment,new page,2.5
17867,treatment,new page,2
16948,treatment,new page,2.5
13375,control,old page,1.5
17432,treatment,new page,2.5
13502,control,old page,1
17638,treatment,new page,2.5
14179,control,old page,1
18392,treatment,new page,2
13819,control,old page,2
14998,control,old page,1
14929,control,old page,1
16643,control,old page,2.5
16383,control,old page,1
14682,control,old page,2.5
13669,control,old page,2.5
13347,control,old page,1.5
16799,treatment,new page,2
16012,control,old page,1.5
18966,treatment,new page,2.5
15417,control,old page,2.5
16487,control,old page,1.5
13433,control,old page,1
18600,treatment,new page,2
17707,treatment,new page,2
13054,control,old page,1
15717,control,old page,1
13730,control,old page,1
17671,treatment,new page,2
17483,treatment,new page,2.5
15580,control,old page,2
17900,treatment,new page,2.5
13570,control,old page,2.5
14643,control,old page,1
19513,treatment,new page,2.5
15370,control,old page,1
14474,control,old page,1
13746,control,old page,2
19352,treatment,new page,2.5
19157,treatment,new page,2
14236,control,old page,2
19302,treatment,new page,2.5
19172,treatment,new page,2.5
18875,treatment,new page,2
14885,control,old page,1.5
14476,control,old page,2.5
16238,control,old page,1
18910,treatment,new page,2.5
19038,treatment,new page,2
14047,control,old page,2
18747,treatment,new page,2
17429,treatment,new page,2.5
19426,treatment,new page,2.5
13621,control,old page,1.5
13435,control,old page,1.5
19773,treatment,new page,2
13189,control,old page,2.5
18272,treatment,new page,2.5
19658,treatment,new page,2.5
15141,control,old page,1.5
18742,treatment,new page,2
14566,control,old page,1
18834,treatment,new page,2.5
13534,control,old page,1.5
17628,treatment,new page,2
14241,control,old page,2
16492,control,old page,2.5
13722,control,old page,1.5
14334,control,old page,2
14549,control,old page,1
17186,treatment,new page,2.5
19869,treatment,new page,2
13641,control,old page,2
16687,treatment,new page,2.5
17958,treatment,new page,2.5
18780,treatment,new page,2.5
19117,treatment,new page,2.5
18730,treatment,new page,2
15306,control,old page,1.5
13994,control,old page,2.5
14414,control,old page,1
17572,treatment,new page,2.5
15412,control,old page,1.5
15112,control,old page,2
19201,treatment,new page,2
17862,treatment,new page,2
19183,treatment,new page,2.5
18947,treatment,new page,2.5
16844,treatment,new page,2
15835,control,old page,2.5
17626,treatment,new page,2.5
15063,control,old page,2.5
13512,control,old page,2.5
18467,treatment,new page,2
19680,treatment,new page,2.5
14505,control,old page,1.5
13342,control,old page,1
19424,treatment,new page,2.5
17820,treatment,new page,2
18185,treatment,new page,2
18552,treatment,new page,2.5
13283,control,old page,2
17563,treatment,new page,2.5
15639,control,old page,1.5
14121,control,old page,1.5
16739,treatment,new page,2.5
15293,control,old page,1
13712,control,old page,2
16334,control,old page,2
18178,treatment,new page,2
15893,control,old page,2.5
18643,treatment,new page,2
15792,control,old page,1
14369,control,old page,2
19493,treatment,new page,2
18025,treatment,new page,2
14537,control,old page,1.5
18954,treatment,new page,2.5
13628,control,old page,2
14757,control,old page,1.5
19519,treatment,new page,2
16612,control,old page,2
14638,control,old page,1
13522,control,old page,1
18999,treatment,new page,2.5
18064,treatment,new page,2
18143,treatment,new page,2.5
15936,control,old page,2.5
13441,control,old page,2.5
16004,control,old page,2.5
19832,treatment,new page,2.5
17645,treatment,new page,2
19641,treatment,new page,2
13754,control,old page,1
16421,control,old page,2.5
15619,control,old page,1.5
13448,control,old page,1
15898,control,old page,2.5
18657,treatment,new page,2.5
14247,control,old page,1.5
18516,treatment,new page,2
18135,treatment,new page,2.5
17855,treatment,new page,2.5
13523,control,old page,2
16810,treatment,new page,2.5
13298,control,old page,1.5
18481,treatment,new page,2.5
13459,control,old page,2
13223,control,old page,2.5
15420,control,old page,2.5
18486,treatment,new page,2
16059,control,old page,2.5
16752,treatment,new page,2
18856,treatment,new page,2.5
14508,control,old page,1
15733,control,old page,1
16908,treatment,new page,2
14917,control,old page,2
15455,control,old page,1
17139,treatment,new page,2.5
19458,treatment,new page,2.5
18913,treatment,new page,2
13966,control,old page,2
18140,treatment,new page,2.5
13998,control,old page,1.5
13004,control,old page,1
13379,control,old page,2
13716,control,old page,1.5
17568,treatment,new page,2.5
14551,control,old page,1.5
13957,control,old page,1
15925,control,old page,2.5
13518,control,old page,1.5
17949,treatment,new page,2
16599,control,old page,2
14132,control,old page,1
14942,control,old page,2.5
15668,control,old page,1
14906,control,old page,1.5
15625,control,old page,2
18570,treatment,new page,2.5
15225,control,old page,1.5
13831,control,old page,2
17418,treatment,new page,2
17089,treatment,new page,2
13462,control,old page,1
13015,control,old page,1
15620,control,old page,2.5
16844,treatment,new page,2
15379,control,old page,1
15102,control,old page,2
19395,treatment,new page,2
15975,control,old page,1.5
13793,control,old page,2.5
17306,treatment,new page,2.5
17708,treatment,new page,2.5
13468,control,old page,1
14150,control,old page,1.5
19089,treatment,new page,2
13678,control,old page,1.5
16134,control,old page,1.5
